,1st_ace_percentage,1st_serve_percentage,1st_velocity,2nd_velocity,ad_percentage,deuce_percentage,double_fault_percentage,gender,opponent,player,points_won,serve_win_percentage,surface,tournament
118,0.3125,0.64,120.54166666666667,93.28,0.5254237288135594,0.4745762711864407,0.02666666666666667,M,Ryan Harrison,Tomas Berdych,120,0.7866666666666666,hard,aus
119,0.08823529411764706,0.5271317829457365,112.20588235294117,100.08,0.5294117647058824,0.47058823529411764,0.08527131782945736,M,Tomas Berdych,Ryan Harrison,84,0.5271317829457365,hard,aus
120,0.03508771929824561,0.5588235294117647,112.66666666666667,99.97619047619048,0.515625,0.484375,0.029411764705882353,M,Roger Federer,Noah Rubin,96,0.6274509803921569,hard,aus
121,0.23880597014925373,0.5982142857142857,114.22388059701493,92.62790697674419,0.4875,0.5125,0.017857142857142856,M,Noah Rubin,Roger Federer,118,0.7142857142857143,hard,aus
122,0.12121212121212122,0.559322033898305,0.0,0.0,0.5205479452054794,0.4794520547945205,0.00847457627118644,M,Dudi Sela,Lukas Lacko,113,0.6186440677966102,hard,aus
123,0.07352941176470588,0.6938775510204082,0.0,0.0,0.46551724137931033,0.5344827586206896,0.05102040816326531,M,Lukas Lacko,Dudi Sela,103,0.5918367346938775,hard,aus
124,0.09259259259259259,0.574468085106383,116.33333333333333,100.97142857142858,0.5,0.5,0.05319148936170213,M,Kei Nishikori,Jeremy Chardy,80,0.5106382978723404,hard,aus
125,0.03278688524590164,0.6931818181818182,104.0,83.96296296296296,0.5178571428571429,0.48214285714285715,0.0,M,Jeremy Chardy,Kei Nishikori,102,0.6363636363636364,hard,aus
126,0.2037037037037037,0.6136363636363636,116.33333333333333,94.73333333333333,0.5151515151515151,0.48484848484848486,0.045454545454545456,M,Steve Johnson,Stan Wawrinka,101,0.75,hard,aus
127,0.09090909090909091,0.7096774193548387,111.57575757575758,95.48148148148148,0.5517241379310345,0.4482758620689655,0.0,M,Stan Wawrinka,Steve Johnson,80,0.6236559139784946,hard,aus
128,0.08163265306122448,0.6125,107.16326530612245,82.33333333333333,0.52,0.48,0.05,M,Viktor Troicki,Paolo Lorenzi,155,0.625,hard,aus
129,0.23809523809523808,0.5454545454545454,111.5,86.734375,0.4444444444444444,0.5555555555555556,0.03896103896103896,M,Paolo Lorenzi,Viktor Troicki,159,0.6428571428571429,hard,aus
130,0.07462686567164178,0.5677966101694916,0.0,0.0,0.4857142857142857,0.5142857142857142,0.0423728813559322,M,Steve Darcis,Diego Schwartzman,111,0.5932203389830508,hard,aus
131,0.0625,0.7017543859649122,0.0,0.0,0.4794520547945205,0.5205479452054794,0.0,M,Diego Schwartzman,Steve Darcis,121,0.6403508771929824,hard,aus
132,0.18604651162790697,0.5733333333333334,111.54651162790698,87.31666666666666,0.5046728971962616,0.4953271028037383,0.02666666666666667,M,Nick Kyrgios,Andreas Seppi,163,0.7133333333333334,hard,aus
133,0.2288135593220339,0.6900584795321637,119.37288135593221,108.26666666666667,0.5130434782608696,0.48695652173913045,0.04678362573099415,M,Andreas Seppi,Nick Kyrgios,158,0.672514619883041,hard,aus
134,0.3333333333333333,0.569620253164557,113.95555555555555,85.875,0.45454545454545453,0.5454545454545454,0.02531645569620253,M,Dusan Lajovic,Jo Wilfried Tsonga,97,0.6962025316455697,hard,aus
135,0.017543859649122806,0.6705882352941176,102.3859649122807,81.39285714285714,0.5813953488372093,0.4186046511627907,0.0,M,Jo Wilfried Tsonga,Dusan Lajovic,67,0.5058823529411764,hard,aus
136,0.1724137931034483,0.5225225225225225,113.44827586206897,94.36170212765957,0.49206349206349204,0.5079365079365079,0.05405405405405406,M,Jack Sock,Karen Khachanov,99,0.5675675675675675,hard,aus
137,0.1111111111111111,0.5887850467289719,113.11111111111111,98.17948717948718,0.4647887323943662,0.5352112676056338,0.04672897196261682,M,Karen Khachanov,Jack Sock,119,0.6635514018691588,hard,aus
138,0.19791666666666666,0.7164179104477612,107.72916666666667,82.33333333333333,0.5,0.5,0.014925373134328358,M,Victor Estrella Burgos,Bernard Tomic,154,0.7313432835820896,hard,aus
139,0.125,0.6341463414634146,112.1923076923077,94.05660377358491,0.5185185185185185,0.48148148148148145,0.042682926829268296,M,Bernard Tomic,Victor Estrella Burgos,144,0.6585365853658537,hard,aus
140,0.05952380952380952,0.5874125874125874,112.29761904761905,92.57692307692308,0.42045454545454547,0.5795454545454546,0.04895104895104895,M,Marin Cilic,Daniel Evans,130,0.6153846153846154,hard,aus
141,0.20634920634920634,0.5727272727272728,118.65079365079364,91.88372093023256,0.5147058823529411,0.4852941176470588,0.03636363636363636,M,Daniel Evans,Marin Cilic,123,0.6181818181818182,hard,aus
142,0.27419354838709675,0.6739130434782609,114.1774193548387,95.52,0.5,0.5,0.05434782608695652,M,Alexandr Dolgopolov,Gael Monfils,116,0.6521739130434783,hard,aus
143,0.08333333333333333,0.5853658536585366,114.52777777777777,88.41304347826087,0.582089552238806,0.417910447761194,0.04065040650406504,M,Gael Monfils,Alexandr Dolgopolov,99,0.5447154471544715,hard,aus
144,0.08064516129032258,0.6666666666666666,105.24193548387096,82.17241379310344,0.5555555555555556,0.4444444444444444,0.021505376344086023,M,Philipp Kohlschreiber,Donald Young,66,0.4838709677419355,hard,aus
145,0.06976744186046512,0.5584415584415584,108.86046511627907,95.25806451612904,0.5357142857142857,0.4642857142857143,0.03896103896103896,M,Donald Young,Philipp Kohlschreiber,104,0.7272727272727273,hard,aus
146,0.16363636363636364,0.5555555555555556,123.92727272727272,102.55263157894737,0.4925373134328358,0.5074626865671642,0.06060606060606061,M,Frances Tiafoe,Alexander Zverev,100,0.6767676767676768,hard,aus
147,0.07272727272727272,0.6626506024096386,120.87272727272727,96.92307692307692,0.5,0.5,0.024096385542168676,M,Alexander Zverev,Frances Tiafoe,82,0.6024096385542169,hard,aus
148,0.1320754716981132,0.5408163265306123,115.9622641509434,85.85365853658537,0.46938775510204084,0.5306122448979592,0.04081632653061224,M,Rafael Nadal,Marcos Baghdatis,73,0.5,hard,aus
149,0.078125,0.8,110.6875,92.75,0.48214285714285715,0.5178571428571429,0.0,M,Marcos Baghdatis,Rafael Nadal,105,0.7,hard,aus
150,0.14285714285714285,0.8181818181818182,93.0,82.53846153846153,0.5531914893617021,0.44680851063829785,0.012987012987012988,M,Yoshihito Nishioka,Roberto Bautista Agut,111,0.6103896103896104,hard,aus
151,0.028169014084507043,0.6016949152542372,92.7605633802817,67.70454545454545,0.5185185185185185,0.48148148148148145,0.025423728813559324,M,Roberto Bautista Agut,Yoshihito Nishioka,84,0.4576271186440678,hard,aus
152,0.08823529411764706,0.5619834710743802,116.8970588235294,89.4,0.52,0.48,0.024793388429752067,M,David Ferrer,Ernesto Escobedo,128,0.6198347107438017,hard,aus
153,0.07142857142857142,0.5957446808510638,106.13095238095238,90.32,0.5113636363636364,0.48863636363636365,0.04964539007092199,M,Ernesto Escobedo,David Ferrer,134,0.624113475177305,hard,aus
154,0.06382978723404255,0.7014925373134329,0.0,0.0,0.49019607843137253,0.5098039215686274,0.07462686567164178,M,Rogerio Dutra Silva,Gilles Simon,90,0.7611940298507462,hard,aus
155,0.02,0.6172839506172839,0.0,0.0,0.42857142857142855,0.5714285714285714,0.037037037037037035,M,Gilles Simon,Rogerio Dutra Silva,58,0.5185185185185185,hard,aus
156,0.1076923076923077,0.6989247311827957,114.43076923076923,98.70370370370371,0.5161290322580645,0.4838709677419355,0.010752688172043012,M,Milos Raonic,Gilles Muller,86,0.6666666666666666,hard,aus
157,0.3442622950819672,0.6421052631578947,120.59016393442623,109.09677419354838,0.5070422535211268,0.49295774647887325,0.031578947368421054,M,Gilles Muller,Milos Raonic,102,0.7473684210526316,hard,aus
158,0.18181818181818182,0.584070796460177,118.66666666666667,92.48837209302326,0.5061728395061729,0.49382716049382713,0.035398230088495575,M,Jordan Thompson,Dominic Thiem,134,0.7168141592920354,hard,aus
159,0.07462686567164178,0.5447154471544715,109.55223880597015,83.05454545454545,0.5,0.5,0.008130081300813009,M,Dominic Thiem,Jordan Thompson,102,0.5691056910569106,hard,aus
160,0.20833333333333334,0.5454545454545454,115.79166666666667,89.08571428571429,0.5377358490566038,0.46226415094339623,0.056818181818181816,M,Fabio Fognini,Benoit Paire,169,0.6022727272727273,hard,aus
161,0.010869565217391304,0.575,109.97826086956522,90.87096774193549,0.5154639175257731,0.4845360824742268,0.0375,M,Benoit Paire,Fabio Fognini,167,0.60625,hard,aus
162,0.36538461538461536,0.5652173913043478,120.51923076923077,104.48484848484848,0.5223880597014925,0.47761194029850745,0.07608695652173914,M,Andrew Whittington,Ivo Karlovic,101,0.7282608695652174,hard,aus
163,0.06521739130434782,0.5,116.97826086956522,91.125,0.5,0.5,0.06521739130434782,M,Ivo Karlovic,Andrew Whittington,83,0.6304347826086957,hard,aus
164,0.06521739130434782,0.5822784810126582,111.47826086956522,92.79166666666667,0.46153846153846156,0.5384615384615384,0.11392405063291139,M,David Goffin,Radek Stepanek,64,0.4936708860759494,hard,aus
165,0.1590909090909091,0.55,105.18181818181819,82.90625,0.5636363636363636,0.43636363636363634,0.05,M,Radek Stepanek,David Goffin,95,0.6875,hard,aus
166,0.15789473684210525,0.6495726495726496,115.75,89.45945945945945,0.5135135135135135,0.4864864864864865,0.03418803418803419,M,Hyeon Chung,Grigor Dimitrov,114,0.6324786324786325,hard,aus
167,0.09859154929577464,0.6826923076923077,116.05633802816901,93.75862068965517,0.546875,0.453125,0.038461538461538464,M,Grigor Dimitrov,Hyeon Chung,107,0.6153846153846154,hard,aus
168,0.05263157894736842,0.5277777777777778,100.60526315789474,83.54545454545455,0.41935483870967744,0.5806451612903226,0.013888888888888888,M,Richard Gasquet,Carlos Berlocq,52,0.4305555555555556,hard,aus
169,0.05128205128205128,0.5492957746478874,108.66666666666667,88.4074074074074,0.5,0.5,0.07042253521126761,M,Carlos Berlocq,Richard Gasquet,91,0.704225352112676,hard,aus
170,0.1206896551724138,0.651685393258427,0.0,0.0,0.5,0.5,0.0,M,Kyle Edmund,Pablo Carreno Busta,96,0.6966292134831461,hard,aus
171,0.14285714285714285,0.5316455696202531,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0759493670886076,M,Pablo Carreno Busta,Kyle Edmund,72,0.569620253164557,hard,aus
172,0.12686567164179105,0.6907216494845361,93.7910447761194,80.7719298245614,0.5041322314049587,0.49586776859504134,0.015463917525773196,M,Novak Djokovic,Denis Istomin,186,0.6237113402061856,hard,aus
173,0.11214953271028037,0.5783783783783784,101.64485981308411,84.78260869565217,0.475,0.525,0.04864864864864865,M,Denis Istomin,Novak Djokovic,193,0.6486486486486487,hard,aus
174,0.14285714285714285,0.6511627906976745,111.64285714285714,87.10714285714286,0.46551724137931033,0.5344827586206896,0.023255813953488372,M,Sam Querrey,Andy Murray,97,0.6744186046511628,hard,aus
175,0.09433962264150944,0.6091954022988506,118.35849056603773,95.25,0.5625,0.4375,0.022988505747126436,M,Andy Murray,Sam Querrey,76,0.5517241379310345,hard,aus
176,0.1346153846153846,0.5909090909090909,106.3076923076923,87.6969696969697,0.49122807017543857,0.5087719298245614,0.03409090909090909,M,Malek Jaziri,Mischa Zverev,119,0.6477272727272727,hard,aus
177,0.057971014492753624,0.5609756097560976,103.98550724637681,82.64583333333333,0.47540983606557374,0.5245901639344263,0.04878048780487805,M,Mischa Zverev,Malek Jaziri,92,0.4959349593495935,hard,aus
178,0.2549019607843137,0.6296296296296297,122.2156862745098,99.44444444444444,0.4230769230769231,0.5769230769230769,0.037037037037037035,M,Roger Federer,Tomas Berdych,66,0.6419753086419753,hard,aus
179,0.1951219512195122,0.5857142857142857,114.85365853658537,96.18518518518519,0.5,0.5,0.02857142857142857,M,Tomas Berdych,Roger Federer,85,0.8,hard,aus
180,0.18333333333333332,0.5660377358490566,110.0,89.57777777777778,0.45901639344262296,0.5409836065573771,0.009433962264150943,M,Kei Nishikori,Lukas Lacko,79,0.5754716981132075,hard,aus
181,0.10869565217391304,0.6052631578947368,107.1086956521739,85.48148148148148,0.5172413793103449,0.4827586206896552,0.039473684210526314,M,Lukas Lacko,Kei Nishikori,103,0.7631578947368421,hard,aus
182,0.22535211267605634,0.6068376068376068,113.26760563380282,95.85714285714286,0.4868421052631579,0.5131578947368421,0.03418803418803419,M,Viktor Troicki,Stan Wawrinka,130,0.6495726495726496,hard,aus
183,0.1,0.5737704918032787,115.34285714285714,87.95454545454545,0.5,0.5,0.06557377049180328,M,Stan Wawrinka,Viktor Troicki,109,0.5573770491803278,hard,aus
184,0.10810810810810811,0.5648854961832062,104.39189189189189,83.24528301886792,0.5060240963855421,0.4939759036144578,0.030534351145038167,M,Andreas Seppi,Steve Darcis,123,0.6335877862595419,hard,aus
185,0.1527777777777778,0.549618320610687,111.36111111111111,83.74074074074075,0.4835164835164835,0.5164835164835165,0.03816793893129771,M,Steve Darcis,Andreas Seppi,139,0.6946564885496184,hard,aus
186,0.22772277227722773,0.6516129032258065,118.94059405940594,86.20408163265306,0.5,0.5,0.03225806451612903,M,Jack Sock,Jo Wilfried Tsonga,170,0.7096774193548387,hard,aus
187,0.07446808510638298,0.5662650602409639,116.40425531914893,99.73134328358209,0.4811320754716981,0.5188679245283019,0.030120481927710843,M,Jo Wilfried Tsonga,Jack Sock,151,0.6385542168674698,hard,aus
188,0.24390243902439024,0.7192982456140351,107.52439024390245,87.09677419354838,0.5342465753424658,0.4657534246575342,0.008771929824561403,M,Daniel Evans,Bernard Tomic,119,0.6403508771929824,hard,aus
189,0.12,0.5597014925373134,113.37333333333333,92.40350877192982,0.45454545454545453,0.5454545454545454,0.014925373134328358,M,Bernard Tomic,Daniel Evans,129,0.6567164179104478,hard,aus
190,0.11764705882352941,0.7010309278350515,113.80882352941177,94.4,0.5238095238095238,0.47619047619047616,0.041237113402061855,M,Philipp Kohlschreiber,Gael Monfils,93,0.6494845360824743,hard,aus
191,0.057692307692307696,0.65,110.71153846153847,88.23076923076923,0.48,0.52,0.025,M,Gael Monfils,Philipp Kohlschreiber,84,0.625,hard,aus
192,0.16666666666666666,0.627906976744186,125.17592592592592,98.84905660377359,0.5480769230769231,0.4519230769230769,0.06395348837209303,M,Rafael Nadal,Alexander Zverev,149,0.6046511627906976,hard,aus
193,0.09734513274336283,0.7533333333333333,109.68141592920354,92.12121212121212,0.5428571428571428,0.45714285714285713,0.02666666666666667,M,Alexander Zverev,Rafael Nadal,173,0.7,hard,aus
194,0.04716981132075472,0.5824175824175825,104.17924528301887,87.21126760563381,0.5272727272727272,0.4727272727272727,0.027472527472527472,M,David Ferrer,Roberto Bautista Agut,172,0.6043956043956044,hard,aus
195,0.012345679012345678,0.5364238410596026,103.81481481481481,92.765625,0.4943820224719101,0.5056179775280899,0.039735099337748346,M,Roberto Bautista Agut,David Ferrer,161,0.5894039735099338,hard,aus
196,0.0,0.7614678899082569,101.91566265060241,83.95652173913044,0.45588235294117646,0.5441176470588235,0.027522935779816515,M,Milos Raonic,Gilles Simon,104,0.6238532110091743,hard,aus
197,0.28378378378378377,0.6607142857142857,122.33783783783784,103.4,0.5131578947368421,0.4868421052631579,0.026785714285714284,M,Gilles Simon,Milos Raonic,117,0.6785714285714286,hard,aus
198,0.11764705882352941,0.6640625,111.27058823529411,94.175,0.48717948717948717,0.5128205128205128,0.0234375,M,Benoit Paire,Dominic Thiem,128,0.609375,hard,aus
199,0.19230769230769232,0.4727272727272727,115.59615384615384,89.46938775510205,0.48333333333333334,0.5166666666666667,0.08181818181818182,M,Dominic Thiem,Benoit Paire,110,0.5454545454545454,hard,aus
200,0.41379310344827586,0.7435897435897436,125.32758620689656,107.70588235294117,0.46938775510204084,0.5306122448979592,0.038461538461538464,M,David Goffin,Ivo Karlovic,59,0.6282051282051282,hard,aus
201,0.05128205128205128,0.5909090909090909,101.94871794871794,86.125,0.5,0.5,0.045454545454545456,M,Ivo Karlovic,David Goffin,85,0.8484848484848485,hard,aus
202,0.15942028985507245,0.7263157894736842,116.81159420289855,86.5909090909091,0.5,0.5,0.042105263157894736,M,Richard Gasquet,Grigor Dimitrov,104,0.6947368421052632,hard,aus
203,0.04081632653061224,0.5975609756097561,108.04081632653062,88.51724137931035,0.6136363636363636,0.38636363636363635,0.04878048780487805,M,Grigor Dimitrov,Richard Gasquet,73,0.5365853658536586,hard,aus
204,0.05813953488372093,0.5695364238410596,108.38372093023256,84.51666666666667,0.4946236559139785,0.5053763440860215,0.033112582781456956,M,Denis Istomin,Pablo Carreno Busta,137,0.6158940397350994,hard,aus
205,0.17204301075268819,0.6595744680851063,112.05376344086021,88.76086956521739,0.5051546391752577,0.4948453608247423,0.014184397163120567,M,Pablo Carreno Busta,Denis Istomin,155,0.6879432624113475,hard,aus
206,0.10526315789473684,0.6551724137931034,109.42105263157895,86.95454545454545,0.4875,0.5125,0.041379310344827586,M,Mischa Zverev,Andy Murray,136,0.5517241379310345,hard,aus
207,0.07692307692307693,0.6642335766423357,110.43956043956044,88.02272727272727,0.49382716049382713,0.5061728395061729,0.014598540145985401,M,Andy Murray,Mischa Zverev,146,0.5912408759124088,hard,aus
208,0.24,0.6756756756756757,116.69,95.64285714285714,0.49514563106796117,0.5048543689320388,0.04054054054054054,M,Kei Nishikori,Roger Federer,170,0.6959459459459459,hard,aus
209,0.04672897196261682,0.6524390243902439,104.92523364485982,83.61538461538461,0.422680412371134,0.5773195876288659,0.03048780487804878,M,Roger Federer,Kei Nishikori,142,0.5914634146341463,hard,aus
210,0.22727272727272727,0.5641025641025641,112.31818181818181,95.55102040816327,0.47126436781609193,0.5287356321839081,0.017094017094017096,M,Andreas Seppi,Stan Wawrinka,135,0.7435897435897436,hard,aus
211,0.14285714285714285,0.6176470588235294,112.22619047619048,89.3061224489796,0.4431818181818182,0.5568181818181818,0.022058823529411766,M,Stan Wawrinka,Andreas Seppi,118,0.6470588235294118,hard,aus
212,0.19753086419753085,0.6639344262295082,116.75308641975309,87.82051282051282,0.5274725274725275,0.4725274725274725,0.01639344262295082,M,Daniel Evans,Jo Wilfried Tsonga,145,0.7459016393442623,hard,aus
213,0.07,0.6993006993006993,114.49,95.21875,0.5280898876404494,0.47191011235955055,0.07692307692307693,M,Jo Wilfried Tsonga,Daniel Evans,120,0.6223776223776224,hard,aus
214,0.18421052631578946,0.5846153846153846,117.03947368421052,99.02272727272727,0.4864864864864865,0.5135135135135135,0.07692307692307693,M,Rafael Nadal,Gael Monfils,105,0.5692307692307692,hard,aus
215,0.02702702702702703,0.7326732673267327,109.29729729729729,91.23076923076923,0.5285714285714286,0.4714285714285714,0.009900990099009901,M,Gael Monfils,Rafael Nadal,126,0.693069306930693,hard,aus
216,0.09090909090909091,0.6929133858267716,105.19318181818181,91.74285714285715,0.5584415584415584,0.44155844155844154,0.031496062992125984,M,Milos Raonic,Roberto Bautista Agut,112,0.6062992125984252,hard,aus
217,0.410958904109589,0.6460176991150443,124.94520547945206,107.41935483870968,0.5,0.5,0.07964601769911504,M,Roberto Bautista Agut,Milos Raonic,128,0.6902654867256637,hard,aus
218,0.16883116883116883,0.6015625,119.15584415584415,96.78260869565217,0.5,0.5,0.0390625,M,David Goffin,Dominic Thiem,117,0.59375,hard,aus
219,0.21428571428571427,0.56,113.47142857142858,87.09433962264151,0.47619047619047616,0.5238095238095238,0.016,M,Dominic Thiem,David Goffin,136,0.672,hard,aus
220,0.09722222222222222,0.7346938775510204,116.65277777777777,88.16,0.5540540540540541,0.44594594594594594,0.01020408163265306,M,Denis Istomin,Grigor Dimitrov,116,0.7551020408163265,hard,aus
221,0.1917808219178082,0.7019230769230769,114.10958904109589,87.2,0.4838709677419355,0.5161290322580645,0.009615384615384616,M,Grigor Dimitrov,Denis Istomin,86,0.5961538461538461,hard,aus
222,0.06944444444444445,0.7422680412371134,110.43055555555556,90.36,0.5098039215686274,0.49019607843137253,0.0,M,Roger Federer,Mischa Zverev,76,0.5257731958762887,hard,aus
223,0.16666666666666666,0.6835443037974683,113.88888888888889,94.95833333333333,0.5555555555555556,0.4444444444444444,0.012658227848101266,M,Mischa Zverev,Roger Federer,100,0.6835443037974683,hard,aus
224,0.06896551724137931,0.5420560747663551,117.3103448275862,97.53191489361703,0.5205479452054794,0.4794520547945205,0.018691588785046728,M,Jo Wilfried Tsonga,Stan Wawrinka,108,0.6822429906542056,hard,aus
225,0.15217391304347827,0.5348837209302325,119.21739130434783,89.43243243243244,0.49019607843137253,0.5098039215686274,0.03488372093023256,M,Stan Wawrinka,Jo Wilfried Tsonga,85,0.5930232558139535,hard,aus
226,0.05263157894736842,0.7238095238095238,108.89473684210526,92.28,0.4358974358974359,0.5641025641025641,0.0380952380952381,M,Milos Raonic,Rafael Nadal,117,0.7428571428571429,hard,aus
227,0.18309859154929578,0.6635514018691588,123.43661971830986,106.1470588235294,0.5294117647058824,0.47058823529411764,0.018691588785046728,M,Rafael Nadal,Milos Raonic,95,0.6355140186915887,hard,aus
228,0.13636363636363635,0.46808510638297873,109.86363636363636,85.14893617021276,0.4897959183673469,0.5102040816326531,0.031914893617021274,M,Grigor Dimitrov,David Goffin,84,0.5212765957446809,hard,aus
229,0.13114754098360656,0.6354166666666666,117.29508196721312,85.96774193548387,0.45901639344262296,0.5409836065573771,0.041666666666666664,M,David Goffin,Grigor Dimitrov,106,0.6354166666666666,hard,aus
230,0.12790697674418605,0.6013986013986014,113.95348837209302,92.0925925925926,0.4842105263157895,0.5157894736842106,0.02097902097902098,M,Stan Wawrinka,Roger Federer,142,0.6643356643356644,hard,aus
